                                                      File1	                                                      File2	  Time1_JS	  Time2_JS	      Lon1	      Lat1	      Lon2	      Lat2	  U_vel_ms	  V_vel_ms	Speed_kmdy	  Bear_deg	 Maxcorr1	 Maxcorr2	 img1_mean	  img1_std	 img2_mean	  img2_std	img1s_mean	 img1s_std	 Per_Valid
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.42845	72.93397	-139.23166	72.89344	0.07375	-0.05151	7.77239	124.92824	0.79195	0.86916	0.0296801	0.0169379	0.0356484	0.0194275	0.0297206	0.0169571	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.45656	73.04652	-139.25977	73.006	0.07327	-0.05151	7.73791	125.10672	0.70139	0.81515	0.0309203	0.0174407	0.0372855	0.0196155	0.0307514	0.0171923	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.48468	73.15908	-139.27383	73.11405	0.07802	-0.05722	8.35974	126.25673	0.59288	0.80021	0.0298584	0.0173359	0.0336192	0.0191132	0.0276522	0.0167218	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.51279	73.27164	-139.30194	73.22661	0.07752	-0.05722	8.32455	126.43462	0.57246	0.74089	0.027731	0.0171162	0.0320044	0.0184706	0.0264689	0.0164568	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.55496	73.38419	-139.33005	73.33466	0.08218	-0.06294	8.94354	127.44989	0.50142	0.68947	0.027321	0.0168396	0.0325689	0.0186468	0.0277399	0.0169047	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.58307	73.50125	-139.35817	73.44722	0.08162	-0.06867	9.21616	130.07689	0.5098	0.75351	0.0265764	0.0173539	0.0270178	0.017814	0.0230276	0.0161647	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.61119	73.61381	-139.38628	73.55527	0.08112	-0.07441	9.51074	132.53059	0.54525	0.72477	0.0233999	0.0163642	0.0255472	0.0164556	0.0223312	0.0151748	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.65335	73.72636	-139.42845	73.66783	0.08057	-0.07442	9.47608	132.72621	0.53211	0.68667	0.0234356	0.0159385	0.0235569	0.0152475	0.0208502	0.0141142	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.68147	73.83892	-139.4144	73.77139	0.09508	-0.08582	11.06648	132.06796	0.49974	0.74098	0.0215334	0.0151419	0.021609	0.0136187	0.0195011	0.012824	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.70958	73.95148	-139.4425	73.87944	0.09448	-0.09156	11.36696	134.10034	0.55236	0.75458	0.0215243	0.0144527	0.0220094	0.0136121	0.0197402	0.012781	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.75175	74.06403	-139.48468	73.9965	0.09381	-0.08582	10.98514	132.45602	0.60465	0.77516	0.0213859	0.0138165	0.0223814	0.0131061	0.0202089	0.012555	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.77986	74.17659	-139.49873	74.10455	0.09808	-0.09154	11.59161	133.0224	0.56966	0.81883	0.0209222	0.0133252	0.0232583	0.0130435	0.0209315	0.0125239	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.82204	74.28915	-139.52684	74.21711	0.10229	-0.09151	11.85821	131.8183	0.59547	0.83297	0.0219095	0.0128728	0.0225736	0.0114056	0.0203497	0.0111828	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.85014	74.4017	-139.55496	74.32967	0.10157	-0.09151	11.81182	132.01625	0.56449	0.78755	0.0211141	0.0115149	0.0234347	0.0111222	0.0208665	0.0107922	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.89232	74.51427	-139.58307	74.43773	0.1057	-0.09722	12.40836	132.60825	0.54353	0.74743	0.0211552	0.0109375	0.0224424	0.010566	0.0199042	0.0102643	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.92043	74.62682	-139.62524	74.54578	0.1002	-0.103	12.41535	135.78905	0.45218	0.68556	0.0199508	0.0101509	0.0213005	0.0095481	0.0187628	0.0089956	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.9626	74.73938	-139.6674	74.65383	0.09952	-0.10873	12.73578	137.5322	0.35516	0.65968	0.0188251	0.0092594	0.0207543	0.0091645	0.0183996	0.0087083	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.00476	74.85194	-139.69553	74.75739	0.10357	-0.12018	13.70732	139.24619	0.38056	0.69692	0.0192254	0.0094894	0.0208978	0.0094692	0.0186007	0.0090076	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.03288	74.96899	-139.70958	74.87444	0.10747	-0.12016	13.92843	138.19012	0.50238	0.7501	0.0199945	0.0099797	0.0208902	0.0097038	0.0186304	0.0090663	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.07504	75.08155	-139.75175	74.987	0.10669	-0.12016	13.88342	138.3988	0.52175	0.76305	0.0204958	0.0101366	0.0201517	0.0094144	0.018144	0.0086818	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.11722	75.19411	-139.77986	75.09956	0.11051	-0.12012	14.10261	137.38689	0.49861	0.73764	0.0198149	0.009731	0.0194319	0.0087119	0.0176237	0.0079844	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.15939	75.30666	-139.80797	75.20761	0.1143	-0.12584	14.68839	137.75111	0.31911	0.73755	0.01942	0.0092696	0.0177923	0.00715	0.0162853	0.0065094	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-140.1875	75.41922	-139.83609	75.32018	0.11345	-0.12584	14.63859	137.96451	0.361	0.7404	0.0179952	0.0082503	0.0173568	0.0061664	0.0161949	0.0058424	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.86618	72.15507	-138.73969	72.11455	0.0495	-0.05156	6.17551	136.17204	0.44403	0.52071	0.0229712	0.0112392	0.0244003	0.0129164	0.021771	0.0106757	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.8943	72.26762	-138.75374	72.2271	0.05465	-0.05156	6.49134	133.3306	0.55993	0.75165	0.0221554	0.0111653	0.027197	0.0123606	0.0223034	0.0114884	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.90836	72.38018	-138.76779	72.33966	0.05432	-0.05156	6.47059	133.50418	0.64477	0.79272	0.0248134	0.0130324	0.0293403	0.0136452	0.0242491	0.012561	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.93646	72.49274	-138.78185	72.44772	0.0594	-0.05728	7.12966	133.95546	0.69357	0.83009	0.0252441	0.0138804	0.0289384	0.0135616	0.0238275	0.0125044	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.96458	72.6053	-138.7959	72.56027	0.06441	-0.05727	7.44692	131.6423	0.55177	0.82174	0.0256409	0.0139579	0.0307375	0.0152129	0.0255523	0.0138478	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.99269	72.71786	-138.80997	72.67734	0.06931	-0.05151	7.46097	126.61949	0.60994	0.84042	0.0288415	0.0156521	0.0338649	0.0174396	0.0281686	0.0154212	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.02081	72.83041	-138.83807	72.78989	0.06889	-0.05151	7.43189	126.78629	0.68862	0.85177	0.0280181	0.0164733	0.0330142	0.018808	0.0276373	0.0165478	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.04892	72.94297	-138.85213	72.90245	0.07371	-0.0515	7.76849	124.94156	0.75784	0.85825	0.0287639	0.0171285	0.0339124	0.0197026	0.0283411	0.0171545	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.07704	73.05553	-138.88025	73.01501	0.07323	-0.0515	7.73497	125.11691	0.69549	0.78486	0.0286615	0.0175087	0.0348386	0.0198057	0.0286203	0.0173057	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.10515	73.16808	-138.8943	73.12306	0.07799	-0.05722	8.35698	126.26582	0.54549	0.71551	0.0258511	0.0166322	0.032538	0.0192488	0.0262412	0.0167392	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.13326	73.28064	-138.92241	73.23112	0.0775	-0.06295	8.62644	129.08754	0.4566	0.61493	0.0249789	0.0164637	0.0318239	0.018711	0.0257268	0.0164545	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.16138	73.3932	-138.93646	73.33016	0.0822	-0.08015	9.91906	134.27647	0.39705	0.59417	0.0247742	0.0162134	0.0333917	0.0193815	0.027843	0.0174792	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.18948	73.50575	-138.96458	73.44272	0.08164	-0.08014	9.88467	134.46809	0.5113	0.66587	0.0254559	0.0168661	0.029575	0.01925	0.0243286	0.0169466	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.21761	73.61831	-138.99269	73.55527	0.08111	-0.08015	9.85193	134.65839	0.57077	0.70008	0.0246704	0.0167091	0.0287128	0.0187055	0.0241369	0.0165645	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.24571	73.73537	-138.99269	73.66333	0.09067	-0.09157	11.13426	135.28346	0.59972	0.75244	0.0258806	0.0169794	0.0273308	0.0185203	0.0234173	0.0165124	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.27383	73.84792	-139.00676	73.77589	0.09506	-0.09155	11.40326	133.92256	0.6611	0.84847	0.0247113	0.0166625	0.02528	0.0171873	0.0222186	0.015559	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.30194	73.96048	-139.03487	73.88845	0.09441	-0.09155	11.36239	134.1174	0.68818	0.83201	0.0242114	0.0163398	0.0260676	0.0170232	0.0230793	0.0154384	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.33005	74.07304	-139.04892	74.00101	0.09871	-0.09153	11.63111	132.8398	0.61105	0.77874	0.0242973	0.0158559	0.0248537	0.0154404	0.0219315	0.0142697	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.37222	74.1856	-139.09109	74.11356	0.09803	-0.09153	11.58825	133.03661	0.54077	0.7575	0.0225927	0.0146669	0.0262259	0.014898	0.0235287	0.0140756	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.40033	74.29816	-139.10515	74.22162	0.10225	-0.09725	12.19195	133.56311	0.52363	0.78391	0.0235887	0.0138941	0.0250752	0.0128372	0.0225286	0.0123727	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.42845	74.41071	-139.13326	74.33418	0.10155	-0.09725	12.14883	133.7605	0.56372	0.79536	0.0232131	0.0125461	0.0248895	0.011965	0.0222029	0.0116295	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.47061	74.52327	-139.16138	74.44673	0.10563	-0.09723	12.40405	132.63014	0.51602	0.8099	0.0216754	0.0117723	0.0228509	0.0108772	0.0202346	0.0105074	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.49873	74.63583	-139.18948	74.55929	0.10489	-0.09723	12.35691	132.83046	0.41524	0.72374	0.0204103	0.0105673	0.0222043	0.0100229	0.0194916	0.0095214	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.52684	74.74838	-139.21761	74.66734	0.10417	-0.10297	12.65532	134.66638	0.35995	0.71012	0.0200428	0.0106245	0.0220255	0.0101601	0.0196433	0.0098314	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.56902	74.86544	-139.24571	74.7709	0.1082	-0.12014	13.96957	137.99377	0.38452	0.75784	0.0213322	0.0112295	0.0228815	0.0106348	0.0207483	0.0104042	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.59712	74.978	-139.27383	74.88345	0.1074	-0.12015	13.92333	138.20663	0.42929	0.74072	0.0230272	0.0112829	0.0238823	0.0108876	0.0217132	0.0105089	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.6393	75.09055	-139.30194	74.99151	0.11129	-0.12586	14.51551	138.51573	0.49279	0.75876	0.0237232	0.0109443	0.0228214	0.010351	0.0207404	0.0099774	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.6674	75.20311	-139.33005	75.10406	0.11049	-0.12586	14.46981	138.72195	0.56273	0.79088	0.0221427	0.0103974	0.0226123	0.0100355	0.0207697	0.0097664	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.70958	75.31567	-139.37222	75.21662	0.10967	-0.12586	14.42348	138.93259	0.49496	0.78132	0.0218446	0.0101518	0.0208274	0.009241	0.0190884	0.0090206	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.75175	75.42822	-139.40033	75.32918	0.11339	-0.12584	14.63505	137.97878	0.50568	0.80967	0.0202588	0.0097799	0.0198401	0.008353	0.0181679	0.0081218	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.47261	72.05151	-138.3461	72.02451	0.04974	-0.03435	5.2227	124.63309	0.32644	0.35489	0.0256528	0.0114913	0.0231071	0.01667	0.0251692	0.0117437	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.50072	72.16408	-138.36015	72.13256	0.05494	-0.04008	5.87605	126.11264	0.51671	0.62261	0.025004	0.0116283	0.0281548	0.0129969	0.0239058	0.0115586	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.51477	72.27663	-138.37421	72.23611	0.05463	-0.05155	6.48999	133.3373	0.52146	0.72261	0.0252813	0.0124105	0.030125	0.0140597	0.025035	0.0130543	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.54289	72.38919	-138.38826	72.34416	0.05975	-0.05729	7.15212	133.79263	0.59448	0.81772	0.0280265	0.0140882	0.0326244	0.0156694	0.027134	0.0146219	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.571	72.50175	-138.41638	72.45673	0.05937	-0.05727	7.12736	133.97116	0.71076	0.82883	0.0282671	0.0150079	0.0323363	0.016268	0.0270722	0.0152401	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.58505	72.6143	-138.41638	72.56928	0.06437	-0.05726	7.44375	131.65625	0.66828	0.81351	0.0283605	0.0159802	0.0339322	0.0179917	0.0289568	0.0166262	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.61317	72.72686	-138.44449	72.68184	0.06397	-0.05726	7.41796	131.83174	0.63048	0.78708	0.0302457	0.0169092	0.036328	0.0191027	0.0310774	0.0173248	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.64128	72.83942	-138.45854	72.7944	0.06887	-0.05725	7.73727	129.73598	0.63717	0.80471	0.030659	0.018837	0.0353498	0.0206647	0.0302979	0.0185339	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.65533	72.95197	-138.47261	72.90695	0.06842	-0.05725	7.70766	129.92105	0.64068	0.79573	0.0330922	0.0198784	0.0361878	0.0212816	0.0311634	0.0188872	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.68346	73.06453	-138.48666	73.01951	0.07322	-0.05724	8.02971	128.0139	0.58218	0.76033	0.034109	0.0201563	0.0359943	0.0211419	0.0303668	0.0187917	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.71156	73.17709	-138.51477	73.13206	0.07274	-0.05723	7.99721	128.19443	0.464	0.66962	0.03097	0.0200286	0.0328599	0.0207269	0.0270548	0.01838	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.73969	73.28964	-138.52882	73.22661	0.07753	-0.08016	9.63515	135.95784	0.47608	0.65423	0.0295517	0.0192643	0.0316821	0.0194226	0.0257106	0.0172989	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.76779	73.4022	-138.54289	73.33466	0.08216	-0.08588	10.26883	136.26695	0.47766	0.64344	0.0268817	0.0179	0.0319731	0.019053	0.0266779	0.0171825	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.78185	73.51476	-138.55695	73.44722	0.08163	-0.08588	10.237	136.45503	0.47195	0.66092	0.0262987	0.0173432	0.0305466	0.0188937	0.0253355	0.0168555	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.80997	73.62731	-138.571	73.55527	0.08618	-0.09159	10.86605	136.74336	0.48084	0.67133	0.0273082	0.017106	0.032116	0.0185697	0.026882	0.016519	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.83807	73.73987	-138.58505	73.66333	0.09067	-0.09731	11.49146	137.02237	0.5917	0.77402	0.0275763	0.0166105	0.0304655	0.0186573	0.0257012	0.0165117	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.86618	73.85243	-138.61317	73.77589	0.09006	-0.09732	11.45622	137.22014	0.63937	0.81958	0.0261158	0.0163029	0.0287848	0.0183234	0.024803	0.0163939	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.8943	73.96499	-138.62723	73.89295	0.09438	-0.09155	11.36083	134.12901	0.65605	0.79986	0.0262666	0.0165522	0.0293727	0.0181916	0.0255003	0.0163922	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.92241	74.08205	-138.65533	74.01001	0.09373	-0.09156	11.32082	134.32974	0.56141	0.73224	0.0249309	0.0162521	0.0264571	0.0164282	0.0230628	0.0152523	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.95053	74.1946	-138.6694	74.11806	0.09801	-0.09727	11.93031	134.78427	0.51805	0.73417	0.0241206	0.0155474	0.0277394	0.0156297	0.0242647	0.0145614	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-138.97864	74.30716	-138.68346	74.22612	0.10222	-0.10299	12.53705	135.21288	0.47484	0.78048	0.023636	0.0146364	0.0265598	0.0139449	0.0232555	0.0130485	99.034
RCM2_SHUB_2021_12_02_15_46_13_0691775173_135.10W_72.96N_HH_C	S1B_ESA_2021_12_03_16_00_57_0691862457_135.89W_73.60N_HH_C	691775173	691862457	-139.00676	74.41972	-138.71156	74.33868	0.10153	-0.10299	12.49482	135.40829	0.49151	0.79804	0.0228364	0.0132664	0.024771	0.0127184	0.0216504	0.0120435	99.034
